codigo,descricao,apelido
032709,032709 - FECHAMENTO DO SUPORTE FRONTAL [,032709 - FECHAMENTO DO SUPORTE FRONTAL [
900087,900087 - REFORÇO DA LONGARINA,900087 - REFORÇO DA LONGARINA
900086,900086 - TRANSVERSINA,900086 - TRANSVERSINA
034936,034936 - COMPLEMENTO DA HASTE DE FIXAÇÃO [CHASSI - MCF M23],034936 - COMPLEMENTO DA HASTE DE FIXAÇÃO [CHASSI - MCF M23]
034932,034932 - CHAPEAMENTO MAIOR [CORPO DO TANQUE - FTD5000 M23],034932 - CHAPEAMENTO MAIOR [CORPO DO TANQUE - FTD5000 M23]
034949,034949 - CHAPEAMENTO MENOR [CORPO DO TANQUE - FTD5000 M23],034949 - CHAPEAMENTO MENOR [CORPO DO TANQUE - FTD5000 M23]
034957,034957 - FECHAMENTO [BRAÇO ESTABILIZADOR - MCF M23],034957 - FECHAMENTO [BRAÇO ESTABILIZADOR - MCF M23]
034908,034908 - FECHAMENTO FRONTAL [PLATAFORMA A45 - CBHL6000 M23],034908 - FECHAMENTO FRONTAL [PLATAFORMA A45 - CBHL6000 M23]
032353,032353 - COMPL. SUPORTE FRONTAL _ CHASSI _ CBH-CBHM,032353 - COMPL. SUPORTE FRONTAL _ CHASSI _ CBH-CBHM
034906,034906 - CHAPEAMENTO [TAMPA LATERAL A45,034906 - CHAPEAMENTO [TAMPA LATERAL A45
032406,032406 - HASTE DE TRAÇÃO _ IÇAMENTO _,032406 - HASTE DE TRAÇÃO _ IÇAMENTO _
026797,026797-CUBO DA RODA FORJADA,026797-CUBO DA RODA FORJADA
033962,033962 - CORPO DO ENGATE [ENGATE - CBHL6000],033962 - CORPO DO ENGATE [ENGATE - CBHL6000]
033964,033964 - REFORÇO [ENGATE - CBHL6000],033964 - REFORÇO [ENGATE - CBHL6000]
025103,025103 - ESBARRO - ENGATE ESPECIAL COM MOLA,025103 - ESBARRO - ENGATE ESPECIAL COM MOLA
025810,025810 - COMPLEM INFERIOR - ENGATE ESPECIAL ITAUEIRA (M14),025810 - COMPLEM INFERIOR - ENGATE ESPECIAL ITAUEIRA (M14)
025813,025813 - GUIA VERTICAL - ENGATE ESPECIAL ITAUEIRA (M14),025813 - GUIA VERTICAL - ENGATE ESPECIAL ITAUEIRA (M14)
025241,025241 - REFORÇO DA BUCHA DO MACACO [IÇA,025241 - REFORÇO DA BUCHA DO MACACO [IÇA
034713,034713 - ARRUELA  1.3-4POL CH 1-4 [PINOS,034713 - ARRUELA  1.3-4POL CH 1-4 [PINOS
034578,034578 - ARRUELA 20mm CH 1-4 [PINOS DE E,034578 - ARRUELA 20mm CH 1-4 [PINOS DE E
433846,433846 - REFORÇO DA LONGARINA [CHASSI -,433846 - REFORÇO DA LONGARINA [CHASSI -
480630,"[AE] 480630 - REFORÇO DA 5A RODA  [5 RODA-CHASSI 2 EIXOS _ F-FTC 4,0-6,0T]","[AE] 480630 - REFORÇO DA 5A RODA  [5 RODA-CHASSI 2 EIXOS _ F-FTC 4,0-6,0T]"
032879,032879 - CORRIMAO MAIOR [GRADIL - FTC 43,032879 - CORRIMAO MAIOR [GRADIL - FTC 43
034950,034950 - TRILHO DO ENGATE [IÇAMENTO SIMPLES - MCF M23],034950 - TRILHO DO ENGATE [IÇAMENTO SIMPLES - MCF M23]
900145,900145 - AJUSTE DO GARFO,900145 - AJUSTE DO GARFO
900146,900146 - GARFO,900146 - GARFO
900147,900147 - BRAÇO 1,900147 - BRAÇO 1
900148,900148 - REFORÇO BRAÇO 1,900148 - REFORÇO BRAÇO 1
033063,033063 - CANTONEIRA TRASEIRA [PLAT. FA2A,033063 - CANTONEIRA TRASEIRA [PLAT. FA2A
030591,030591 - FECHAMENTO TRASEIRO CENTRAL [CA,030591 - FECHAMENTO TRASEIRO CENTRAL [CA
025579,025579 - FECHAMENTO DO EIXO [EIXO - F6],025579 - FECHAMENTO DO EIXO [EIXO - F6]
034977,034977 - HASTE [BRAÇO DE ARTICULAÇÃO 02 - MCF M23],034977 - HASTE [BRAÇO DE ARTICULAÇÃO 02 - MCF M23]
034976,034976 - REFORÇO [BRAÇO DE ARTICULAÇÃO 02 - MCF M23],034976 - REFORÇO [BRAÇO DE ARTICULAÇÃO 02 - MCF M23]
034985,034985 - HASTE [BRAÇO DE ARTICULAÇÃO 01 - MCF M23],034985 - HASTE [BRAÇO DE ARTICULAÇÃO 01 - MCF M23]
034984,034984 - REFORÇO [BRAÇO DE ARTICULAÇÃO 01 - MCF M23],034984 - REFORÇO [BRAÇO DE ARTICULAÇÃO 01 - MCF M23]
031484,031484 - LONGARINA _ PLATAFORMA _ CBHM 6,031484 - LONGARINA _ PLATAFORMA _ CBHM 6
034980,034980 - COMPLEMENTO DO REFORÇO EXTERNO DA DOBRADIÇA,034980 - COMPLEMENTO DO REFORÇO EXTERNO DA DOBRADIÇA
034986,034986 - COMPLEMENTO DO REFORÇO DA DOBRADIÇA DO CILINDRO MENOR,034986 - COMPLEMENTO DO REFORÇO DA DOBRADIÇA DO CILINDRO MENOR
CHAVEIRO,CHAVEIRO,CHAVEIRO
031248,031248 - BRAÇO ESTABILIZADOR _ EIXO TAND,031248 - BRAÇO ESTABILIZADOR _ EIXO TAND
459240,459240,459240
033805,033805 - REFORÇO DA PLACA [CHASSI SIMPLE,033805 - REFORÇO DA PLACA [CHASSI SIMPLE
033931,033931 - ORELHA TIRANTE [TUBULAÇÃO DA BO,033931 - ORELHA TIRANTE [TUBULAÇÃO DA BO
033302,033302 - REFORÇO SUPERIOR LIMITADOR DE G,033302 - REFORÇO SUPERIOR LIMITADOR DE G
033426,033426 - FECHAMENTO [BRAÇO ESTABILIZADOR,033426 - FECHAMENTO [BRAÇO ESTABILIZADOR
25820,25820,25820
034107,034107 - CHAPA DE REFORÇO [GRADE LATERAL,034107 - CHAPA DE REFORÇO [GRADE LATERAL
034009,034009 - CHAPA DE REFORÇO DOBRADA [GRADE,034009 - CHAPA DE REFORÇO DOBRADA [GRADE
033846,033846 - REFORÇO DO BRAÇO DE ARTICULAÇÃO,033846 - REFORÇO DO BRAÇO DE ARTICULAÇÃO
034110,034110 - CHAPA DE REFORÇO DOBRADA [GRADE,034110 - CHAPA DE REFORÇO DOBRADA [GRADE
034126,034126 - TRANSV. INTERM. [CHASSI DA CAÇA,034126 - TRANSV. INTERM. [CHASSI DA CAÇA
034125,034125 - REFORÇO DA ARTICULAÇÃO [CHASSI,034125 - REFORÇO DA ARTICULAÇÃO [CHASSI
Total,Total,Total
027603,027603 - CANTONEIRA INFERIOR [ESTICADOR - MCF],027603 - CANTONEIRA INFERIOR [ESTICADOR - MCF]
027665,027665 - CHAPA RECORTADA LATERAL DO ENGATE,027665 - CHAPA RECORTADA LATERAL DO ENGATE
027682,027682 - CHAPA INTERNA FIXAÇÃO DO ROLO DO ENGATE,027682 - CHAPA INTERNA FIXAÇÃO DO ROLO DO ENGATE
034992,034992 - PLACA DE FIXAÇÃO DO GRAMPO,034992 - PLACA DE FIXAÇÃO DO GRAMPO
034993,034993 - BASE DA FIXAÇÃO DO GRAMPO [MCF M23],034993 - BASE DA FIXAÇÃO DO GRAMPO [MCF M23]
034991,034991 - COMPLEMENTO DA LUVA DE ENGATE,034991 - COMPLEMENTO DA LUVA DE ENGATE
900070,900070 - TRILHO DA PORTA 3300mm [CABINE DE PINTURA],900070 - TRILHO DA PORTA 3300mm [CABINE DE PINTURA]
900071,900071 - TRILHO DA PORTA 2000mm [CABINE DE PINTURA],900071 - TRILHO DA PORTA 2000mm [CABINE DE PINTURA]
494653,"494653.PL - DOBRADIÇA _ FUEIRO UG-GRAN-FORR TRS LD-LE _ CBH-CBHM 4,0-6,0T","494653.PL - DOBRADIÇA _ FUEIRO UG-GRAN-FORR TRS LD-LE _ CBH-CBHM 4,0-6,0T"
032104,032104 - PLACA DE REFORÇO INTERNO [CORPO DO TANQUE - TDV5000],032104 - PLACA DE REFORÇO INTERNO [CORPO DO TANQUE - TDV5000]
032105,032105 - REFORÇO DIAGONAL INTERNO [CORPO DO TANQUE - TDV5000],032105 - REFORÇO DIAGONAL INTERNO [CORPO DO TANQUE - TDV5000]
032983,032983 - SAPATA DA BOMBA [TDV5000],032983 - SAPATA DA BOMBA [TDV5000]
420062,420062 - SUPORTE SUPERIOR INTERNO _ EIXO BALANCIM _ FA,420062 - SUPORTE SUPERIOR INTERNO _ EIXO BALANCIM _ FA
422198,422198 - SUPORTE EXTERNO _ SUPORTE DO BALANCIM _ FA,422198 - SUPORTE EXTERNO _ SUPORTE DO BALANCIM _ FA
032542,032542 - TRANSVERSINA CENTRAL _ PLATAFORMA _ BAG-CENOURA,032542 - TRANSVERSINA CENTRAL _ PLATAFORMA _ BAG-CENOURA
034885,034885 - CALOTA [TAMPA TRASEIRA - FTD5000],034885 - CALOTA [TAMPA TRASEIRA - FTD5000]
032074,032074 - CALOTA [TAMPA SUPERIOR - TDV5000],032074 - CALOTA [TAMPA SUPERIOR - TDV5000]
034609,034609 - GUIA 11 UHMW [ESTEIRA ELEVADA I,034609 - GUIA 11 UHMW [ESTEIRA ELEVADA I
034611,034611 - GUIA 12 UHMW [ESTEIRA ELEVADA I,034611 - GUIA 12 UHMW [ESTEIRA ELEVADA I
032991,032991 - CORRIMÃO MENOR [GRADIL - TDV 50,032991 - CORRIMÃO MENOR [GRADIL - TDV 50
032990,032990 - COLUNA CENTRAL [GRADIL - TDV500,032990 - COLUNA CENTRAL [GRADIL - TDV500
032989,032989 - COLUNA LATERAL [GRADIL - TDV500,032989 - COLUNA LATERAL [GRADIL - TDV500
032988,032988 - CORRIMAO MAIOR [GRADIL-TDV5000],032988 - CORRIMAO MAIOR [GRADIL-TDV5000]
25656,25656,25656
026851,026851 - SUPORTE DA HASTE,026851 - SUPORTE DA HASTE
033702,033702 - FLANGE DA RODA FURO MAIOR 1MM,033702 - FLANGE DA RODA FURO MAIOR 1MM
466050,466050 PL - COMANDO DOS VAROES,466050 PL - COMANDO DOS VAROES
025241,025241 - REFORÇO DA BUCHA DO MACACO - IC,025241 - REFORÇO DA BUCHA DO MACACO - IC
033883,033883 - REFORÇO DO EIXO,033883 - REFORÇO DO EIXO
453407,"453407 - 20,4","453407 - 20,4"
033612,"033612 - ARRUELA [ESPAÇADOR 14,4mm","033612 - ARRUELA [ESPAÇADOR 14,4mm"
025698,025698 - FECHAMENTO _ EIXO TRASEIRO SS-S,025698 - FECHAMENTO _ EIXO TRASEIRO SS-S
900150,900150,900150
466566,466566 - CHAPEAMENTO [TAMPA LATERAL INFE,466566 - CHAPEAMENTO [TAMPA LATERAL INFE
032669,032669 - REFORÇO MAIOR [GAIOLA KIT INCENDIO - FTC],032669 - REFORÇO MAIOR [GAIOLA KIT INCENDIO - FTC]
900162,900162 -PEÇA COM OBLONGOS,900162 -PEÇA COM OBLONGOS
034250,034250 - REFORÇO INFERIOR 3 [PLATAFORMA,034250 - REFORÇO INFERIOR 3 [PLATAFORMA
025697,025697 - ESPAÇADOR - EIXO FAMFI-FB (JAN,025697 - ESPAÇADOR - EIXO FAMFI-FB (JAN
415017,415017-BRAÇADEIRA P-FEIXE DE MOLAS-PLASM,415017-BRAÇADEIRA P-FEIXE DE MOLAS-PLASM
025743,025743 - furo maior,025743 - furo maior
425941,425941,425941
012919,012919 - REFORCO EXTERNO CAÇAMBA  CBHF,012919 - REFORCO EXTERNO CAÇAMBA  CBHF
027585,027585 - CHAPA DE LIGAÇÃO [ESTEIRA MÓVEL - MCF],027585 - CHAPA DE LIGAÇÃO [ESTEIRA MÓVEL - MCF]
025655,025655 - SAPATA DO EIXO C MOLA CBH  CBHM (NOV 13...),025655 - SAPATA DO EIXO C MOLA CBH  CBHM (NOV 13...)
412661,412661,412661
030591,030591 - FECHAMENTO TRASEIRO CENTRAL [CAÇAMBA - CBH],030591 - FECHAMENTO TRASEIRO CENTRAL [CAÇAMBA - CBH]
035007,035007 - CHAPA DE LIGAÇÃO [ESTEIRA MÓVEL - COLHEITADEIRA],035007 - CHAPA DE LIGAÇÃO [ESTEIRA MÓVEL - COLHEITADEIRA]
035004,035004 - FLANGE,035004 - FLANGE
034999,034999 - COMPLEMENTO DA HASTE,034999 - COMPLEMENTO DA HASTE
480630,"480630.AE - REFORÇO DA 5A RODA  [5 RODA-CHASSI 2 EIXOS _ F-FTC 4,0-6,0T]","480630.AE - REFORÇO DA 5A RODA  [5 RODA-CHASSI 2 EIXOS _ F-FTC 4,0-6,0T]"
035008,035008 - COLUNA LATERAL DUPLICADA [GRADES - F4],035008 - COLUNA LATERAL DUPLICADA [GRADES - F4]
032352,032352 - SUPORTE FRONTAL FURADO _ CHASSI _ CBH-CBHM,032352 - SUPORTE FRONTAL FURADO _ CHASSI _ CBH-CBHM
025749,025749 - COMPLEMENTO TRANSV. SUPERIOR BALANCIM - CHASSI F6SS M14,025749 - COMPLEMENTO TRANSV. SUPERIOR BALANCIM - CHASSI F6SS M14
035011,035011 - GUIA 01 UHMW [ESTEIRA DIREITA 01 - MCF M23],035011 - GUIA 01 UHMW [ESTEIRA DIREITA 01 - MCF M23]
035012,035012 - GUIA 02 UHMW [ESTEIRA DIREITA 01 - MCF M23],035012 - GUIA 02 UHMW [ESTEIRA DIREITA 01 - MCF M23]
035009,035009 - LONGARINA [ESTEIRA DIREITA 01 - MCF M23],035009 - LONGARINA [ESTEIRA DIREITA 01 - MCF M23]
035013,035013 - REFORÇO EXTERNO DOBRADIÇA [ESTEIRA DIREITA 01 - MCF M23],035013 - REFORÇO EXTERNO DOBRADIÇA [ESTEIRA DIREITA 01 - MCF M23]
035010,035010 - REFORÇO DOBRADIÇA DO CILINDRO 02 [ESTEIRA DIREITA 01 - MCF M23],035010 - REFORÇO DOBRADIÇA DO CILINDRO 02 [ESTEIRA DIREITA 01 - MCF M23]
034619,034619 - SUPORTE FRONTAL [SUPORTE DO CILINDRO CENTRAL - MCF M23],034619 - SUPORTE FRONTAL [SUPORTE DO CILINDRO CENTRAL - MCF M23]
034620,034620 - NERVURA [SUPORTE DO CILINDRO CENTRAL - MCF M23],034620 - NERVURA [SUPORTE DO CILINDRO CENTRAL - MCF M23]
corrimao,corrimao,corrimao
035023,035023 - LONGARINA [ESTEIRA ESQUERDA 02 - MCF M23],035023 - LONGARINA [ESTEIRA ESQUERDA 02 - MCF M23]
035024,035024 - GUIA UHMW 03 [ESTEIRA ESQUERDA 02 - MCF M24],035024 - GUIA UHMW 03 [ESTEIRA ESQUERDA 02 - MCF M24]
035027,035027 - GUIA UHMW 04 [ESTEIRA ESQUERDA 02 - MCF M24],035027 - GUIA UHMW 04 [ESTEIRA ESQUERDA 02 - MCF M24]
035026,035026 - DOBRADIÇA DO CILINDRO  [ESTEIRA ESQUERDA 02 - MCF M23],035026 - DOBRADIÇA DO CILINDRO  [ESTEIRA ESQUERDA 02 - MCF M23]
035028,035028 - ARRUELA DE REFORÇO [ESTEIRA ESQUERDA 02 - MCF M24],035028 - ARRUELA DE REFORÇO [ESTEIRA ESQUERDA 02 - MCF M24]
035029,035029 - REFORÇO MAIOR DOBRADIÇA DO CILINDRO [ESTEIRA ESQUERDA 02 - MCF M24],035029 - REFORÇO MAIOR DOBRADIÇA DO CILINDRO [ESTEIRA ESQUERDA 02 - MCF M24]
035030,035030 - REFORÇO MENOR DOBRADIÇA DO CILINDRO [ESTEIRA ESQUERDA 02 - MCF M24],035030 - REFORÇO MENOR DOBRADIÇA DO CILINDRO [ESTEIRA ESQUERDA 02 - MCF M24]
035031,035031 - COMPLEMENTO MAIOR DO REFORÇO [ESTEIRA ESQUERDA 02 - MCF M24],035031 - COMPLEMENTO MAIOR DO REFORÇO [ESTEIRA ESQUERDA 02 - MCF M24]
035032,035032 - REFORÇO MÉDIO DA DOBRADIÇA [ESTEIRA ESQUERDA 02 - MCF M24],035032 - REFORÇO MÉDIO DA DOBRADIÇA [ESTEIRA ESQUERDA 02 - MCF M24]
035033,035033 - COMPLEMENTO MENOR DO REFORÇO [ESTEIRA ESQUERDA 02 - MCF M24],035033 - COMPLEMENTO MENOR DO REFORÇO [ESTEIRA ESQUERDA 02 - MCF M24]
028766,028766.PERFISUL - DOBRADIÇA [FUEIRO - CBH],028766.PERFISUL - DOBRADIÇA [FUEIRO - CBH]
035018,035018 - BRAÇO DE FIXAÇÃO DO AMORTECEDOR,035018 - BRAÇO DE FIXAÇÃO DO AMORTECEDOR
035034,035034 - REFORÇO ESBARRO DA DOBRADIÇA [ESTEIRA ESQUERDA 02 - MCF M23],035034 - REFORÇO ESBARRO DA DOBRADIÇA [ESTEIRA ESQUERDA 02 - MCF M23]
costela pl2,costela pl2,costela pl2
035014,035014 - REFORÇO DA DOBRADIÇA INTEIRIÇO [ESTEIRA DIREITA 01 - MCF M23],035014 - REFORÇO DA DOBRADIÇA INTEIRIÇO [ESTEIRA DIREITA 01 - MCF M23]
034996,034996 - HASTE DE FIXAÇÃO [CHASSI - MCF M23],034996 - HASTE DE FIXAÇÃO [CHASSI - MCF M23]
teste da maquina,teste da maquina,teste da maquina
0,0,0
gabarito desbobinadeira,gabarito desbobinadeira,gabarito desbobinadeira
035017,035017 - ARRUELA LISA 1POL CHAPA 3-16 [ESTEIRA DIREITA 01 - MCF M23],035017 - ARRUELA LISA 1POL CHAPA 3-16 [ESTEIRA DIREITA 01 - MCF M23]
035039,035039 - LONGARINA [ESTEIRA ESQUERDA 04 - MCF M24],035039 - LONGARINA [ESTEIRA ESQUERDA 04 - MCF M24]
035038,035038 - LONGARINA [ESTEIRA ESQUERDA 03 - MCF M24],035038 - LONGARINA [ESTEIRA ESQUERDA 03 - MCF M24]
035038,035038 - DOBRADIÇA MAIOR [ESTEIRA ESQUERDA 03 - MCF M24],035038 - DOBRADIÇA MAIOR [ESTEIRA ESQUERDA 03 - MCF M24]
032889,032889 - QUEBRA ONDAS [CORPO DO TANQUE -,032889 - QUEBRA ONDAS [CORPO DO TANQUE -
032901,032901 - FECHAMENTO TRASEIRO [CORPO DO T,032901 - FECHAMENTO TRASEIRO [CORPO DO T
chave manutenção,chave manutenção,chave manutenção
030509,030509 - TRANSVERSINA INTERMEDIARIA TRAS,030509 - TRANSVERSINA INTERMEDIARIA TRAS
035053,035053 - HASTE [BRAÇO DE ARTICULAÇÃO 02 - MCF M23],035053 - HASTE [BRAÇO DE ARTICULAÇÃO 02 - MCF M23]
035055,035055 - REFORÇO [BRAÇO DE ARTICULAÇÃO 02 - MCF M24],035055 - REFORÇO [BRAÇO DE ARTICULAÇÃO 02 - MCF M24]
035051,035051 - REFORÇO [ARTICULAÇÃO 01 - MCF M24],035051 - REFORÇO [ARTICULAÇÃO 01 - MCF M24]
035043,035043 - LONGARINA 01 [ESTEIRA ELEVADA INFERIOR - MCF M24],035043 - LONGARINA 01 [ESTEIRA ELEVADA INFERIOR - MCF M24]
035044,035044 - LONGARINA 02 [ESTEIRA ELEVADA 02 - MCF M24],035044 - LONGARINA 02 [ESTEIRA ELEVADA 02 - MCF M24]
035036,035036 - GUIA UHMW 04 [ESTEIRA ESQUERDA 03 - MCF M24],035036 - GUIA UHMW 04 [ESTEIRA ESQUERDA 03 - MCF M24]
035037,035037 - GUIA UHMW 05 [ESTEIRA ESQUERDA 03 - MCF M24],035037 - GUIA UHMW 05 [ESTEIRA ESQUERDA 03 - MCF M24]
035040,035040 - GUIA UHMW 05 [ESTEIRA ESQUERDA 04 - MCF M24],035040 - GUIA UHMW 05 [ESTEIRA ESQUERDA 04 - MCF M24]
035041,035041 - GUIA UHMW 06 [ESTEIRA ESQUERDA 04 - MCF M24],035041 - GUIA UHMW 06 [ESTEIRA ESQUERDA 04 - MCF M24]
035046,035046 - GUIA 07 UHMW [ESTEIRA ELEVADA INFERIOR - MCF M24],035046 - GUIA 07 UHMW [ESTEIRA ELEVADA INFERIOR - MCF M24]
035047,035047 - GUIA 08 UHMW [ESTEIRA ELEVADA INFERIOR - MCF M24],035047 - GUIA 08 UHMW [ESTEIRA ELEVADA INFERIOR - MCF M24]
035048,035048 - GUIA 09 UHMW [ESTEIRA ELEVADA INFERIOR - MCF M24],035048 - GUIA 09 UHMW [ESTEIRA ELEVADA INFERIOR - MCF M24]
035049,035049 - GUIA 10 UHMW [ESTEIRA ELEVADA INFERIOR - MCF M24],035049 - GUIA 10 UHMW [ESTEIRA ELEVADA INFERIOR - MCF M24]
035065,035065 - LONGARINA DIVIDA 02 TANQUE (M98) T5 T6,035065 - LONGARINA DIVIDA 02 TANQUE (M98) T5 T6
035064,035064 - LONGARINA DIVIDA TANQUE (M98) T5 T6,035064 - LONGARINA DIVIDA TANQUE (M98) T5 T6
035057,035057 - LONGARINA 01 [ESTEIRA ELEVATÓRIA SUPERIOR - MCF M24],035057 - LONGARINA 01 [ESTEIRA ELEVATÓRIA SUPERIOR - MCF M24]
035058,035058 - LONGARINA 02 [ESTEIRA ELEVADA SUPERIOR - MCF M24],035058 - LONGARINA 02 [ESTEIRA ELEVADA SUPERIOR - MCF M24]
035059,035059 - DOBRADIÇA INTERMEDIARIA VIRADA [ESTEIRA ELEVADA SUPERIOR - MCF M24],035059 - DOBRADIÇA INTERMEDIARIA VIRADA [ESTEIRA ELEVADA SUPERIOR - MCF M24]
035060,035060 - GUIA 11 UHMW [ESTEIRA ELEVADA SUPERIOR - MCF M24],035060 - GUIA 11 UHMW [ESTEIRA ELEVADA SUPERIOR - MCF M24]
035061,035061 - GUIA 12 UHMW [ESTEIRA ELEVADA SUPERIOR - MCF M24],035061 - GUIA 12 UHMW [ESTEIRA ELEVADA SUPERIOR - MCF M24]
035062,035062 - GUIA 13 UHMW [ESTEIRA ELEVADA SUPERIOR - MCF M24],035062 - GUIA 13 UHMW [ESTEIRA ELEVADA SUPERIOR - MCF M24]
035063,035063 - GUIA 14 UHMW [ESTEIRA ELEVADA SUPERIOR - MCF M24],035063 - GUIA 14 UHMW [ESTEIRA ELEVADA SUPERIOR - MCF M24]
035066,035066 - TRILHO DA SAPATA [CHASSI - MCF M24],035066 - TRILHO DA SAPATA [CHASSI - MCF M24]
035068,035068 - SAPATA INFERIOR [PONTA DE EIXO DESLIZANTE - MCF M24],035068 - SAPATA INFERIOR [PONTA DE EIXO DESLIZANTE - MCF M24]
035069,035069 - REFORÇO [PONTA DE EIXO DESLIZANTE - MCF M24],035069 - REFORÇO [PONTA DE EIXO DESLIZANTE - MCF M24]
900182,900182 - GABARITO DA DESBOBINADEIRA,900182 - GABARITO DA DESBOBINADEIRA
447286,447286,447286
035070,035070 - APOIO DA LUVA [IÇAMENTO SIMPLES - MCF M24],035070 - APOIO DA LUVA [IÇAMENTO SIMPLES - MCF M24]
035071,035071 - REFORÇO SUPERIOR [IÇAMENTO SIMPLES - MCF M24],035071 - REFORÇO SUPERIOR [IÇAMENTO SIMPLES - MCF M24]
035072,035072 - TRILHO DO ENGATE [IÇAMENTO SIMPLES - MCF M24],035072 - TRILHO DO ENGATE [IÇAMENTO SIMPLES - MCF M24]
035074,035074 - CORPO DA LUVA DE ENGATE [IÇAMENTO SIMPLES - MCF M24],035074 - CORPO DA LUVA DE ENGATE [IÇAMENTO SIMPLES - MCF M24]
035073,035073 - CORPO [TRAVA DE TRANSPORTE - MCF M24],035073 - CORPO [TRAVA DE TRANSPORTE - MCF M24]
035045,035045 - DOBRADIÇA INTERMEDIARIA [ESTEIRA ELEVADA INFERIOR - MCF M24],035045 - DOBRADIÇA INTERMEDIARIA [ESTEIRA ELEVADA INFERIOR - MCF M24]
035042,035042 - DOBRADIÇA MENOR VIRADA [ESTEIRA ESQUERDA 04 - MCF M24],035042 - DOBRADIÇA MENOR VIRADA [ESTEIRA ESQUERDA 04 - MCF M24]
034746,034746 - ORELHA MENOR [FIXAÇÃO DOS AMORTECEDORES - MCF M23],034746 - ORELHA MENOR [FIXAÇÃO DOS AMORTECEDORES - MCF M23]
035021,035021 - ARRUELA [FIXADOR DO AMORTECEDOR],035021 - ARRUELA [FIXADOR DO AMORTECEDOR]
035050,035050 - HASTE [ARTICULAÇÃO 01 - MCF M24],035050 - HASTE [ARTICULAÇÃO 01 - MCF M24]
034969,034969,034969
034851,034851 - BASE DO ARCO [MCF M23],034851 - BASE DO ARCO [MCF M23]
035083,035083 - CAPA ESQUERDA,035083 - CAPA ESQUERDA
035084,035084 - CAPA DIREITA,035084 - CAPA DIREITA
034746,034746 - ORELHA MENOR [FIXAÇÃO DOS AMORT,034746 - ORELHA MENOR [FIXAÇÃO DOS AMORT
035021,035021 - ARRUELA [FIXADOR DO AMORTECEDOR,035021 - ARRUELA [FIXADOR DO AMORTECEDOR
034748,034748 - NERVURA [FIXAÇÃO DOS AMORTECEDO,034748 - NERVURA [FIXAÇÃO DOS AMORTECEDO
030386,ARRUELA DO MACACO 030386,ARRUELA DO MACACO 030386
035002,035002 - SUPORTE DA VÁLVULA SELETORA,035002 - SUPORTE DA VÁLVULA SELETORA
035096,035096 - CORPO [BATEDOR DOS AMORTECEDORES - MCF M24],035096 - CORPO [BATEDOR DOS AMORTECEDORES - MCF M24]
035099,035099 - CORPO DO TELESCOPICO [MCF M24],035099 - CORPO DO TELESCOPICO [MCF M24]
035095,035095 - CHAPA GUIA,035095 - CHAPA GUIA
035094,035094 - CORPO DO TUBO GUIA,035094 - CORPO DO TUBO GUIA
035093,035093 - PLACA DE APOIO AMORTECEDORES,035093 - PLACA DE APOIO AMORTECEDORES
035108,035108 - REFORÇO DA BUCHA DE FIXAÇÃO DA ARMADURA,035108 - REFORÇO DA BUCHA DE FIXAÇÃO DA ARMADURA
035101,035101 - FECHAMENTO DO TELESCOPICO [MCF M24],035101 - FECHAMENTO DO TELESCOPICO [MCF M24]
035077,035077- RAMPA,035077- RAMPA
035078,035078 - FECHAMAENTO,035078 - FECHAMAENTO
034772,034772 - ORELHA DE FIXAÇÃO DA CAPA [MCF,034772 - ORELHA DE FIXAÇÃO DA CAPA [MCF
035121,035121 - SUPORTE MENOR,035121 - SUPORTE MENOR
035080,035080 - SUPORTE MAIOR,035080 - SUPORTE MAIOR
035117,035117 - REFORÇO,035117 - REFORÇO
035119,035119 - REFORÇO TRIANGULAR,035119 - REFORÇO TRIANGULAR
026078,026078 - PLASMA,026078 - PLASMA
026077,026077 - PLASMA,026077 - PLASMA
035145,035145 - BASE DO TRILHO DA LONGARINA DO TOBOGÃ,035145 - BASE DO TRILHO DA LONGARINA DO TOBOGÃ
035146,035146 - LATERAL DO TRILHO DA LONGARINA DO TOBOGÃ,035146 - LATERAL DO TRILHO DA LONGARINA DO TOBOGÃ
034970,034970 - LONGARINA,034970 - LONGARINA
035122,035122 - FIXAÇÃO DA CAPA [CHASSI - MCF M24],035122 - FIXAÇÃO DA CAPA [CHASSI - MCF M24]
035125,035125 - ABA LATERAL 01 [MCF M24],035125 - ABA LATERAL 01 [MCF M24]
035126,035126 - ABA LATERAL 2 [MCF M24],035126 - ABA LATERAL 2 [MCF M24]
035127,035127 - ABA LATERAL 3 [MCF M24],035127 - ABA LATERAL 3 [MCF M24]
035128,035128 - ABA LATERAL 4 [MCF M24],035128 - ABA LATERAL 4 [MCF M24]
035079,035079 - COMPLEMENTO DA CALHA,035079 - COMPLEMENTO DA CALHA
035156,035156 - FIXAÇÃO PARAFUSADA DA CAPA [CHASSI - MCF M23],035156 - FIXAÇÃO PARAFUSADA DA CAPA [CHASSI - MCF M23]
035148,035148 - BRAÇO PRINCIPAL [BRAÇO ESTABILIZADOR - MCF M24],035148 - BRAÇO PRINCIPAL [BRAÇO ESTABILIZADOR - MCF M24]
035149,035149 - REFORÇO [BRAÇO ESTABILIZADOR - MCF M24],035149 - REFORÇO [BRAÇO ESTABILIZADOR - MCF M24]
035158,035158 - REFORÇO INFERIOR [CALHA LATERAL - MCF M24],035158 - REFORÇO INFERIOR [CALHA LATERAL - MCF M24]
