codigo,descricao,apelido
023504,023504 furo maior,023504 furo maior
026453,026453-PLASMA,026453-PLASMA
PLACA CAMBÃO,PLACA CAMBÃO,PLACA CAMBÃO
PL 01,PL 01,PL 01
PLACA CM3,PLACA CM3,PLACA CM3
PLACA CM5,PLACA CM5,PLACA CM5
PLACA CM6,PLACA CM6,PLACA CM6
032879,032879,032879
033752,033752 - ARGOLA [OLHAL DE ELEVAÇÃO - FT10500 M22],033752 - ARGOLA [OLHAL DE ELEVAÇÃO - FT10500 M22]
033394,033394 - APOIO [CHASSI SIMPLES - FT12500 M22],033394 - APOIO [CHASSI SIMPLES - FT12500 M22]
033406,033406 - SUPORTE LATERAL [CHASSI SIMPLES  - FT12500 M22],033406 - SUPORTE LATERAL [CHASSI SIMPLES  - FT12500 M22]
033407,033407 - TRANSVERSINA INTERMEDIÁRIA [CHASSI SIMPLES  - FT12500 M22],033407 - TRANSVERSINA INTERMEDIÁRIA [CHASSI SIMPLES  - FT12500 M22]
033613,033613 - TRANSVERSINA TRASEIRA [CHASSI SIMPLES  - FT12500 M22],033613 - TRANSVERSINA TRASEIRA [CHASSI SIMPLES  - FT12500 M22]
033876,033876 - FECHAMENTO LATERAL [PROTEÇÃO MA,033876 - FECHAMENTO LATERAL [PROTEÇÃO MA
033653,033653 - ASSOALHO [GAIOLA - FT10500 M22],033653 - ASSOALHO [GAIOLA - FT10500 M22]
034076,[MANUT] 034076 - REFORÇO [COMPLEMENTO DO PORTÃO - CABINE DE PINTURA],[MANUT] 034076 - REFORÇO [COMPLEMENTO DO PORTÃO - CABINE DE PINTURA]
034075,[MANUT] 034075 - CORPO [COMPLEMENTO PORTÃO - CABINE DE PINTURA],[MANUT] 034075 - CORPO [COMPLEMENTO PORTÃO - CABINE DE PINTURA]
032283,032283 - FECHAMENTO LATERAL _ CHASSI _ CBHL 6000,032283 - FECHAMENTO LATERAL _ CHASSI _ CBHL 6000
033395,033395 - PLATAFORMA DA BOMBA [CHASSI SIMPLES - FT12500 M22],033395 - PLATAFORMA DA BOMBA [CHASSI SIMPLES - FT12500 M22]
033402,033402 - SAPATA [CHASSI SIMPLES - FT10500],033402 - SAPATA [CHASSI SIMPLES - FT10500]
436410,436410 - COMPLEMENTO BARRA DE ENGATE [SUPORTE DO BALANCIM - CBH 9],436410 - COMPLEMENTO BARRA DE ENGATE [SUPORTE DO BALANCIM - CBH 9]
034049,[MANUT] 034049 - FECHAMENTO MAIOR [EXPANSÃO - CABINE DE PINTURA],[MANUT] 034049 - FECHAMENTO MAIOR [EXPANSÃO - CABINE DE PINTURA]
034069,[MANUT] 034069 - LONGARINA SUPERIOR COMPLEMENTAR [EXPANSÃO - CABINE DE PINTURA],[MANUT] 034069 - LONGARINA SUPERIOR COMPLEMENTAR [EXPANSÃO - CABINE DE PINTURA]
034046,[MANUT] 034046 - REFORÇO MENOR [PORTÃO - CABINE DE PINTURA],[MANUT] 034046 - REFORÇO MENOR [PORTÃO - CABINE DE PINTURA]
023346,023346 - BASE DE APOIO - APOIO MANGUEIRA CBHM 2 EIXOS,023346 - BASE DE APOIO - APOIO MANGUEIRA CBHM 2 EIXOS
025237,025237 - FECHAMENTO DO APOIO - CHASSI FA6 RD,025237 - FECHAMENTO DO APOIO - CHASSI FA6 RD
026074,026074 - PLASMA,026074 - PLASMA
032075,032075 - ANEL EXTERNO [TAMPA SUPERIOR - TDV 5000],032075 - ANEL EXTERNO [TAMPA SUPERIOR - TDV 5000]
032076,032076 - ANEL INTERNO [TAMPA SUPERIOR - TDV 5000],032076 - ANEL INTERNO [TAMPA SUPERIOR - TDV 5000]
032091,032091 - CALOTA [TAMPA TRASEIRA - TDV 5000],032091 - CALOTA [TAMPA TRASEIRA - TDV 5000]
032092,032092 - ANEL INTERNO [TAMPA TRASEIRA - TDV 5000],032092 - ANEL INTERNO [TAMPA TRASEIRA - TDV 5000]
032093,032093 - ANEL EXTERNO [TAMPA TRASEIRA - TDV 5000],032093 - ANEL EXTERNO [TAMPA TRASEIRA - TDV 5000]
032115,032115 - ORELHA DO COLARINHO [TANQUE SIMPLES - TDV5000],032115 - ORELHA DO COLARINHO [TANQUE SIMPLES - TDV5000]
032261,032261 - FECHAMENTO FRONTAL _ PLATAFORMA _ CBHL 6000,032261 - FECHAMENTO FRONTAL _ PLATAFORMA _ CBHL 6000
032267,032267 - SUPORTE DA ROTULA _ PLATAFORMA _ TRIFLEX,032267 - SUPORTE DA ROTULA _ PLATAFORMA _ TRIFLEX
032269,032269 - REFORÇO LATERAL _ PLATAFORMA _ TRIFLEX,032269 - REFORÇO LATERAL _ PLATAFORMA _ TRIFLEX
032276,032276 - FECHAMENTO FRONTAL _ CHASSI _ CBHL 6000,032276 - FECHAMENTO FRONTAL _ CHASSI _ CBHL 6000
032281,032281 - REFORÇO DA PLACA DE APOIO _ CHASSI _ CBHL 6000,032281 - REFORÇO DA PLACA DE APOIO _ CHASSI _ CBHL 6000
033320,033320 - HASTE DE TRAÇÃO MENOR [IÇAMENTO - CBH12],033320 - HASTE DE TRAÇÃO MENOR [IÇAMENTO - CBH12]
032879,032879 - CORRIMAO MAIOR [GRADIL - FTC 4300],032879 - CORRIMAO MAIOR [GRADIL - FTC 4300]
033408,033408 - FECHAMENTO DA PLACA [CHASSI SIMPLES  - FT12500 M22],033408 - FECHAMENTO DA PLACA [CHASSI SIMPLES  - FT12500 M22]
033427,033427 - ORELHA DE FIXAÇÃO [ESCADA INFERIOR - FT12500 M22],033427 - ORELHA DE FIXAÇÃO [ESCADA INFERIOR - FT12500 M22]
033444,033444 - ORELHA DE FIXAÇÃO DOBRADA [ESCADA INFERIOR - FT12500 M22],033444 - ORELHA DE FIXAÇÃO DOBRADA [ESCADA INFERIOR - FT12500 M22]
033855,033855 - FECHAMENTO DA TRANSVERSINA DA SAPATA [CHASSI - FT10500 2E M22],033855 - FECHAMENTO DA TRANSVERSINA DA SAPATA [CHASSI - FT10500 2E M22]
034332,034332 - PISO ANTIDERRAPANTE TRAS ESQUERDO [PLATAFORMA - FA5 PRANCHA],034332 - PISO ANTIDERRAPANTE TRAS ESQUERDO [PLATAFORMA - FA5 PRANCHA]
034333,034333 - PISO ANTIDERRAPATNE DIANT ESQUERDO[PLATAFORMA - FA5 PRANCHA],034333 - PISO ANTIDERRAPATNE DIANT ESQUERDO[PLATAFORMA - FA5 PRANCHA]
034334,034334 - PISO ANTIDERRAPANTE DIANT DIREITO [PLATAFORMA - FA5 PRANCHA],034334 - PISO ANTIDERRAPANTE DIANT DIREITO [PLATAFORMA - FA5 PRANCHA]
034340,034340 - PISO ANTIDERRAPANTE TRAS DIREITO [PLATAFORMA - FA5 PRANCHA],034340 - PISO ANTIDERRAPANTE TRAS DIREITO [PLATAFORMA - FA5 PRANCHA]
032263,032263 - PISO ESQUERDO _ PLATAFORMA _ CBHL 6000,032263 - PISO ESQUERDO _ PLATAFORMA _ CBHL 6000
032264,032264 - PISO DIREITO _ PLATAFORMA _ CBHL 6000,032264 - PISO DIREITO _ PLATAFORMA _ CBHL 6000
034326,034326 A - LONGARINA [PLATAFORMA - FA5 PRANCHA],034326 A - LONGARINA [PLATAFORMA - FA5 PRANCHA]
034326,034326 B - LONGARINA [PLATAFORMA - FA5 PRANCHA],034326 B - LONGARINA [PLATAFORMA - FA5 PRANCHA]
032300,032300 - PLACA DE APOIO 5ª RODA _ CBHL 6000,032300 - PLACA DE APOIO 5ª RODA _ CBHL 6000
032331,032331 - GRAMPO DO FECHAMENTO,032331 - GRAMPO DO FECHAMENTO
033301,033301 - REFORÇO LATERAL DO LIMITADOR DE GIRO [5A RODA - CBH12],033301 - REFORÇO LATERAL DO LIMITADOR DE GIRO [5A RODA - CBH12]
033135,033135 - HASTE [DISPERSOR - TDV5000],033135 - HASTE [DISPERSOR - TDV5000]
033321,033321 - TRANSVERSINA MENOR [IÇAMENTO - CBH12],033321 - TRANSVERSINA MENOR [IÇAMENTO - CBH12]
033322,033322 - TRANSVERSINA MAIOR [IÇAMENTO - CBH12],033322 - TRANSVERSINA MAIOR [IÇAMENTO - CBH12]
033323,033323 - FECHAMENTO COMPLEMENTAR DO IÇAMENTO [IÇAMENTO - CBH12],033323 - FECHAMENTO COMPLEMENTAR DO IÇAMENTO [IÇAMENTO - CBH12]
033404,033404 - FECHAMENTO DO SUPORTE LATERAL [CHASSI SIMPLES  - FT12500 M22],033404 - FECHAMENTO DO SUPORTE LATERAL [CHASSI SIMPLES  - FT12500 M22]
033223,033223 - FLANGE [TUBULAÇÃO DA BOMBA - TDV5000],033223 - FLANGE [TUBULAÇÃO DA BOMBA - TDV5000]
033315,033315 - SUPORTE DO IÇAMENTO [EIXO DIANTEIRO - CBH12 M22],033315 - SUPORTE DO IÇAMENTO [EIXO DIANTEIRO - CBH12 M22]
033324,033324 - APOIO DA LUVA [IÇAMENTO - CBH12],033324 - APOIO DA LUVA [IÇAMENTO - CBH12]
033326,033326 - SUPORTE DO EMBOLO [IÇAMENTO - CBH12],033326 - SUPORTE DO EMBOLO [IÇAMENTO - CBH12]
033328,033328 - APOIO INFERIOR [FIXAÇÃO BRAÇO - CBH12],033328 - APOIO INFERIOR [FIXAÇÃO BRAÇO - CBH12]
033329,033329 - REFORÇO LATERAL [FIXAÇÃO BRAÇO - CBH12],033329 - REFORÇO LATERAL [FIXAÇÃO BRAÇO - CBH12]
033424,033424 - LINGUETA DE GIRO [BRAÇO ESTABILIZADOR - FT12500],033424 - LINGUETA DE GIRO [BRAÇO ESTABILIZADOR - FT12500]
033491,033491 - REFORÇO DA ORELHA [IÇAMENTO - FT12500 M22],033491 - REFORÇO DA ORELHA [IÇAMENTO - FT12500 M22]
034328,034328 - TRANSVERSINA INTERMEDIARIA [PLA,034328 - TRANSVERSINA INTERMEDIARIA [PLA
034329,034329 - TRANSVERSINA TRASEIRA [PLATAFOR,034329 - TRANSVERSINA TRASEIRA [PLATAFOR
034327,034327 - TRANSVERSINA DIANTEIRA [PLATAFO,034327 - TRANSVERSINA DIANTEIRA [PLATAFO
034330,034330 - CANTONEIRA TRASEIRA [PLATAFORMA,034330 - CANTONEIRA TRASEIRA [PLATAFORMA
029988,029988-TRANSV.SUPORTE DA 5° RODA-ER4-6 -,029988-TRANSV.SUPORTE DA 5° RODA-ER4-6 -
032074,032074 - CALOTA [TAMPA SUPERIOR - TDV500,032074 - CALOTA [TAMPA SUPERIOR - TDV500
025235,025235 - TRANSVERSINA CENTRAL _ CHASSI 1,025235 - TRANSVERSINA CENTRAL _ CHASSI 1
032286,032286 - FECHAMENTO DO TUBO _ CHASSI _ C,032286 - FECHAMENTO DO TUBO _ CHASSI _ C
032300,032300 - PLACA DE APOIO 5ª RODA _ CBHL 6,032300 - PLACA DE APOIO 5ª RODA _ CBHL 6
032402,032402 - FECHAMENTO _ EIXO DIANTEIRO-TRA,032402 - FECHAMENTO _ EIXO DIANTEIRO-TRA
033394,033394 - APOIO [CHASSI SIMPLES - FT12500,033394 - APOIO [CHASSI SIMPLES - FT12500
033859,033859 - ORELHA MAIOR [GAIOLA - FT10500,033859 - ORELHA MAIOR [GAIOLA - FT10500
033926,033926 - ORELHA DA BANDEJA [CHASSI - FT1,033926 - ORELHA DA BANDEJA [CHASSI - FT1
032926,032926 - REFORÇO BUCHA CENTRAL [EIXO TANDEM - CBH9 M22],032926 - REFORÇO BUCHA CENTRAL [EIXO TANDEM - CBH9 M22]
032279,032279 - PLACA DE APOIO _ CHASSI _ CBHL 6000,032279 - PLACA DE APOIO _ CHASSI _ CBHL 6000
033136,033136 - ORELHA [ESGUICHO - TDV5000],033136 - ORELHA [ESGUICHO - TDV5000]
033342,033342 - TRAVA DO EIXO [ACESSORIO - CBH12 M22],033342 - TRAVA DO EIXO [ACESSORIO - CBH12 M22]
033425,033425 - BRAÇO [BRAÇO ESTABILIZADOR - FT 12500],033425 - BRAÇO [BRAÇO ESTABILIZADOR - FT 12500]
034337,034337 - LONGARINA [CHASSI SS - FA5 PRANCHA],034337 - LONGARINA [CHASSI SS - FA5 PRANCHA]
422400,422400- PLASMA,422400- PLASMA
033297,033297 - ESBARRO [5A RODA - CBH12],033297 - ESBARRO [5A RODA - CBH12]
033927,033927 - APOIO DE MANGUEIRA (CHAPA) [FT10500],033927 - APOIO DE MANGUEIRA (CHAPA) [FT10500]
033929,033929 - CHAPA DE REFORÇO [GAIOLA - FT10500],033929 - CHAPA DE REFORÇO [GAIOLA - FT10500]
033931,033931 - ORELHA TIRANTE [TUBULAÇÃO DA BOMBA - FT10500],033931 - ORELHA TIRANTE [TUBULAÇÃO DA BOMBA - FT10500]
411218,411218 - APOIO MOLA - CHASSI CAR,411218 - APOIO MOLA - CHASSI CAR
423075,423075 - REFORÇO DA LONGARINA _ CHASSI 1 EIXO _ FTC 6500,423075 - REFORÇO DA LONGARINA _ CHASSI 1 EIXO _ FTC 6500
423191,423191 - PLASMA,423191 - PLASMA
424675,424675-PLASMA,424675-PLASMA
451540,451540 - TRANSVERSINA DIANTEIRA _ CHASSI 1 EIXO _ FTC 6500,451540 - TRANSVERSINA DIANTEIRA _ CHASSI 1 EIXO _ FTC 6500
488069,488069 -PLASMA,488069 -PLASMA
488811,488811 PLASMA,488811 PLASMA
033610,033610 - REFORÇO DO FECHAMENTO [CORPO DO TANQUE - FT12500],033610 - REFORÇO DO FECHAMENTO [CORPO DO TANQUE - FT12500]
033806,033806 - APOIO FIXADOR DA MANIVELA [TAMPA SUPERIOR - FT12500 M22],033806 - APOIO FIXADOR DA MANIVELA [TAMPA SUPERIOR - FT12500 M22]
033369,"033369 - CHAPEMAENTO LATERAL 1,5M [CORPO TANQUE - FT 12500 M22]","033369 - CHAPEMAENTO LATERAL 1,5M [CORPO TANQUE - FT 12500 M22]"
029664,029664 - TRANSVERSINA INTERMEDIARIA N1 E,029664 - TRANSVERSINA INTERMEDIARIA N1 E
034331,034331 - CANTONEIRA LATERAL [PLATAFORMA,034331 - CANTONEIRA LATERAL [PLATAFORMA
034341,034341 - CORPO [FECHAMENTO DIANTEIRO - F,034341 - CORPO [FECHAMENTO DIANTEIRO - F
034342,034342 - TRAVESSA SUPERIOR [FECHAMENTO D,034342 - TRAVESSA SUPERIOR [FECHAMENTO D
025681,025681 - HASTE TRACAO - ICAM FA6 (DEZ 13,025681 - HASTE TRACAO - ICAM FA6 (DEZ 13
343014,343014,343014
029987,029987 at,029987 at
033648,033648 - ORELHA INFERIOR [ASSOALHO - FT1,033648 - ORELHA INFERIOR [ASSOALHO - FT1
031217,031217 - FECHAM. SUPERIOR COMPL. DIANT. M18,031217 - FECHAM. SUPERIOR COMPL. DIANT. M18
034331,034331 - CANTONEIRA LATERAL [PLATAFORMA - FA5 PRANCHA],034331 - CANTONEIRA LATERAL [PLATAFORMA - FA5 PRANCHA]
025886,025886 - COLUNA INTERMEDIARIA [FECHAMENTO DIANTEIRO METALICO - F6],025886 - COLUNA INTERMEDIARIA [FECHAMENTO DIANTEIRO METALICO - F6]
032288,032288 - APOIO DO BATENTE _ CHASSI _ CBHL 6000,032288 - APOIO DO BATENTE _ CHASSI _ CBHL 6000
032682,032682-032683 - CHAPEAMENTO [CORPO DO TA,032682-032683 - CHAPEAMENTO [CORPO DO TA
025662,025662 - FECHAM DIANTEIRO ICAM (M98) FA (NOV 13...),025662 - FECHAM DIANTEIRO ICAM (M98) FA (NOV 13...)
029666,029666 - TRANSVERSINA INTERMEDIARIA N2 _,029666 - TRANSVERSINA INTERMEDIARIA N2 _
025551,025551 - REFORÇO DA LONGARINA [CHASSI - CBH5 BE],025551 - REFORÇO DA LONGARINA [CHASSI - CBH5 BE]
030808,030808-TRANSV. TRASEIRA M17,030808-TRANSV. TRASEIRA M17
SOLDA,SOLDA,SOLDA
448552,448552-plasma,448552-plasma
034160,034160 - REFORÇO INFERIOR [GIGANTE ALT 45 - F4],034160 - REFORÇO INFERIOR [GIGANTE ALT 45 - F4]
034151,034151 - TRANSVERSINA DIANTEIRA [ESTRUTURA DA PLATAFORMA - F4],034151 - TRANSVERSINA DIANTEIRA [ESTRUTURA DA PLATAFORMA - F4]
034153,034153 - TRANSVERSINA INTERMEDIARIA [ESTRUTURA DA PLATAFORMA - F4],034153 - TRANSVERSINA INTERMEDIARIA [ESTRUTURA DA PLATAFORMA - F4]
034152,034152 - TRANSVERSINA TRASEIRA [ESTRUTURA DA PLATAFORMA - F4],034152 - TRANSVERSINA TRASEIRA [ESTRUTURA DA PLATAFORMA - F4]
033370,033370 - FECHAMENTO DIANTEIRO [CORPO DO TANQUE - FT12500 M22],033370 - FECHAMENTO DIANTEIRO [CORPO DO TANQUE - FT12500 M22]
033379,033379 - FECHAMENTO TRASEIRO [CORPO DO TANQUE - FT12500 M22],033379 - FECHAMENTO TRASEIRO [CORPO DO TANQUE - FT12500 M22]
032259,032259 - LONGARINA _ PLATAFORMA _ TRIFLEX,032259 - LONGARINA _ PLATAFORMA _ TRIFLEX
032274,032274 - LONGARINA _ CHASSI _ CBHL 6000,032274 - LONGARINA _ CHASSI _ CBHL 6000
032282,032282 - TRANSVERSINA CENTRAL _ CHASSI _ CBHL 6000,032282 - TRANSVERSINA CENTRAL _ CHASSI _ CBHL 6000
032291,032291 - COMPLEMENTO DO APOIO DO CONTRAFEIXE _ CHASSI _ CBHL 6000,032291 - COMPLEMENTO DO APOIO DO CONTRAFEIXE _ CHASSI _ CBHL 6000
032301,032301 -  REFORÇO DO PINO DE CENTRO _ CBHL 6000,032301 -  REFORÇO DO PINO DE CENTRO _ CBHL 6000
032305,032305 -  SUPORTE DA COLUNA [PLATAFORMA - CBHL 6000],032305 -  SUPORTE DA COLUNA [PLATAFORMA - CBHL 6000]
032306,032306 - EMPALME _ CHASSI _ CBHL 6000,032306 - EMPALME _ CHASSI _ CBHL 6000
032931,032931 - BRAÇO ESTABILIZADOR [EIXO BALANCIM - CBH 9],032931 - BRAÇO ESTABILIZADOR [EIXO BALANCIM - CBH 9]
033302,033302 - REFORÇO SUPERIOR LIMITADOR DE GIRO [5A RODA - CBH12],033302 - REFORÇO SUPERIOR LIMITADOR DE GIRO [5A RODA - CBH12]
033314,033314 - ESBARRO [EIXO DIANTEIRO - CBH12 M22],033314 - ESBARRO [EIXO DIANTEIRO - CBH12 M22]
033327,033327 - FECHAMENTO DO IÇAMENTO [IÇAMENTO - CBH12],033327 - FECHAMENTO DO IÇAMENTO [IÇAMENTO - CBH12]
033426,033426 - FECHAMENTO [BRAÇO ESTABILIZADOR - FT 12500],033426 - FECHAMENTO [BRAÇO ESTABILIZADOR - FT 12500]
033429,033429 - ORELHA DO APOIO DA MANGUEIRA [TANQUE SIMPLES - FT10500 M22],033429 - ORELHA DO APOIO DA MANGUEIRA [TANQUE SIMPLES - FT10500 M22]
033611,033611 - REFORÇO DO FECHAMENTO TRASEIRO [CORPO DO TANQUE - FT12500 M23],033611 - REFORÇO DO FECHAMENTO TRASEIRO [CORPO DO TANQUE - FT12500 M23]
033688,033688  - REFORÇO INFERIOR [EIXO BALANCIM - FT12500 M22],033688  - REFORÇO INFERIOR [EIXO BALANCIM - FT12500 M22]
033689,033689 - REFORÇO SUPERIOR [EIXO BALANCIM - FT12500 M22],033689 - REFORÇO SUPERIOR [EIXO BALANCIM - FT12500 M22]
033690,033690 - REFORÇO PONTA DE EIXO [EIXO BALANCIM - FT12500 M22],033690 - REFORÇO PONTA DE EIXO [EIXO BALANCIM - FT12500 M22]
033805,033805 - REFORÇO DA PLACA [CHASSI SIMPLES - FT12500 M22],033805 - REFORÇO DA PLACA [CHASSI SIMPLES - FT12500 M22]
033925,033925 - ORELHA APOIO DO CARDAN [IÇAMENTO - FT12500],033925 - ORELHA APOIO DO CARDAN [IÇAMENTO - FT12500]
026076,026076 - PLASMA,026076 - PLASMA
032329,032329 - ORELHA DE FECHAMENTO PLATAFORMA,032329 - ORELHA DE FECHAMENTO PLATAFORMA
032670,032670 - REFORÇO MENOR [GAIOLA KIT INCENDIO - FTC],032670 - REFORÇO MENOR [GAIOLA KIT INCENDIO - FTC]
031905,031905 - SUPORTE DO GIGANTE _ FECHAMENTO,031905 - SUPORTE DO GIGANTE _ FECHAMENTO
032266,032266 - TRANSVERSINA DO CILINDRO _ PLATAFORMA _ TRIFLEX,032266 - TRANSVERSINA DO CILINDRO _ PLATAFORMA _ TRIFLEX
033134,033134 - PLACA [DISPERSOR - TDV5000],033134 - PLACA [DISPERSOR - TDV5000]
033371,"033371 - CHAPEAMENTO LATERAL 1,0M [CORPO DO TANQUE - FT12500 M22]","033371 - CHAPEAMENTO LATERAL 1,0M [CORPO DO TANQUE - FT12500 M22]"
479639,479639 - APOIO SUPORTE DE MOLAS [CHASSI - CBHL6000],479639 - APOIO SUPORTE DE MOLAS [CHASSI - CBHL6000]
033627,033627 - ANEL DO QUEBRA ONDAS [CORPO DO TANQUE - FT12500],033627 - ANEL DO QUEBRA ONDAS [CORPO DO TANQUE - FT12500]
033551,033551 - ORELHA [SINALIZADOR - FT10500 M,033551 - ORELHA [SINALIZADOR - FT10500 M
032098,032098 - COLARINHO SUPERIOR [TANQUE SIMPLES - TDV5000],032098 - COLARINHO SUPERIOR [TANQUE SIMPLES - TDV5000]
033648,033648 - ORELHA INFERIOR [ASSOALHO - FT10500 M22],033648 - ORELHA INFERIOR [ASSOALHO - FT10500 M22]
033651,033651 - CANTONEIRA [TANQUE SIMPLES - FT10500 M22],033651 - CANTONEIRA [TANQUE SIMPLES - FT10500 M22]
033655,033655 - ORELHA DO SUPORTE [GAIOLA - FT10500 M22],033655 - ORELHA DO SUPORTE [GAIOLA - FT10500 M22]
423154,423154 - REFORÇO DA TRANSVERSINA DIANTEIRA _ CHASSI 1 EIXO _ FTC 6500,423154 - REFORÇO DA TRANSVERSINA DIANTEIRA _ CHASSI 1 EIXO _ FTC 6500
476110,476110 - PLASMA,476110 - PLASMA
492073,492073 diafragma feixe de mola,492073 diafragma feixe de mola
033636,033636 - TRANSVERSINA DIANTEIRA [ESTRUTU,033636 - TRANSVERSINA DIANTEIRA [ESTRUTU
033637,033637 - TRANSVERSINA CENTRAL [ESTRUTURA,033637 - TRANSVERSINA CENTRAL [ESTRUTURA
032543,032543 - TRANSVERSINA TRASEIRA _ PLATAFO,032543 - TRANSVERSINA TRASEIRA _ PLATAFO
032045,032045  - CANTONEIRA INFERIOR [TAMPA TRA,032045  - CANTONEIRA INFERIOR [TAMPA TRA
493338,493338,493338
033670,033670 - COLUNA [FECHAMENTO DIANT MET - F6C],033670 - COLUNA [FECHAMENTO DIANT MET - F6C]
PROJETO MAQUINA NOVA,PROJETO MAQUINA NOVA,PROJETO MAQUINA NOVA
900034,900034 - PRISIONEIRO [CBHL6000],900034 - PRISIONEIRO [CBHL6000]
900035,900035 - ESBARRO LATERAL SEMICIRCULAR COM RASGO [GRADE LAT INFERIOR - CBHL MERIPOBO],900035 - ESBARRO LATERAL SEMICIRCULAR COM RASGO [GRADE LAT INFERIOR - CBHL MERIPOBO]
031229,031229 -  CHAPEAM. FRONTAL FECHAM. DIANT. SUPERIOR,031229 -  CHAPEAM. FRONTAL FECHAM. DIANT. SUPERIOR
033635,033635 - COMPLEMENTO [ESTRUTURA - F6C],033635 - COMPLEMENTO [ESTRUTURA - F6C]
016159,016159 - FECHAMENTO INFERIOR _ EIXO _ CENOURA,016159 - FECHAMENTO INFERIOR _ EIXO _ CENOURA
016093,016093,016093
900036,900036 - COMPLEMENTO INFERIOR DA ABA LATERAL [GRADE LAT INF - CBHL6000 MP],900036 - COMPLEMENTO INFERIOR DA ABA LATERAL [GRADE LAT INF - CBHL6000 MP]
900037,900037 - COMPLMENTO LATERAL DA ABA LATERAL [GRADE LAT INF - CBHL6000 MP],900037 - COMPLMENTO LATERAL DA ABA LATERAL [GRADE LAT INF - CBHL6000 MP]
497101,497101,497101
033960,033960 - FECHAMENTO DIANTEIRO E TRASEIRO [CORPO DO TANQUE - FT12500 M22],033960 - FECHAMENTO DIANTEIRO E TRASEIRO [CORPO DO TANQUE - FT12500 M22]
423348,423348 - FECHAMENTO LATERAL _ CHASSI 1 EIXO _ FTC 6500,423348 - FECHAMENTO LATERAL _ CHASSI 1 EIXO _ FTC 6500
033401,033401 - LONGARINA [CHASSI SIMPLES - FT12500 M22],033401 - LONGARINA [CHASSI SIMPLES - FT12500 M22]
033196,033196CH - CORPO [FUEIRO CENTRAL - CBH12],033196CH - CORPO [FUEIRO CENTRAL - CBH12]
034345,034345 - COMPLEMENTO [FUEIRO CENTRAL - CBH12],034345 - COMPLEMENTO [FUEIRO CENTRAL - CBH12]
459318,459318-plasma,459318-plasma
031245,031245CH - CORPO - [EIXO BALANCIM - CBHM5000],031245CH - CORPO - [EIXO BALANCIM - CBHM5000]
030451,030451 - FECHAMENT LATERAL GRADE-plasma,030451 - FECHAMENT LATERAL GRADE-plasma
417233,417233 [PLASMA] - ARRUELA DE REFORÇO [EIXO BALANCIM - FA2],417233 [PLASMA] - ARRUELA DE REFORÇO [EIXO BALANCIM - FA2]
032732,032732 - CHAPEAMENTO [CORPO DO TANQUE -,032732 - CHAPEAMENTO [CORPO DO TANQUE -
027109,027109 - CHAPA SUPERIOR DO ENCANTEIRADOR TRASEIRO -,027109 - CHAPA SUPERIOR DO ENCANTEIRADOR TRASEIRO -
027110,027110 - CHAPA LATERAL DO ENCANTEIRADOR TRASEIRO,027110 - CHAPA LATERAL DO ENCANTEIRADOR TRASEIRO
027129,027129 - CHAPA DIANTEIRO DO DEFLETOR TRASEIRO,027129 - CHAPA DIANTEIRO DO DEFLETOR TRASEIRO
027155,027155 - ORELHA DEFLETOR TRASEIRO,027155 - ORELHA DEFLETOR TRASEIRO
027111,027111 - CHAPA DE SUPORTE LATERAL,027111 - CHAPA DE SUPORTE LATERAL
027131,027131 - CHAPA LATERAL VERTICAL,027131 - CHAPA LATERAL VERTICAL
029788,029788 - BORBOLETA REFORÇO DEFLETOR TRASEIRO,029788 - BORBOLETA REFORÇO DEFLETOR TRASEIRO
029789,029789 - BORBOLETA REF. INF. DEFLETOR TRASEIRO,029789 - BORBOLETA REF. INF. DEFLETOR TRASEIRO
025573,025573 - REFORÇO DA PLACA-EIXO DIANT F46 (NOV 13...),025573 - REFORÇO DA PLACA-EIXO DIANT F46 (NOV 13...)
032419,032419 - TRANSVERSINA SUPORTE _ CASSI _ CBHL,032419 - TRANSVERSINA SUPORTE _ CASSI _ CBHL
032420,032420 - TRANSVERSINA SUPORTE TRASEIRO _ CHASSI _ CBHL,032420 - TRANSVERSINA SUPORTE TRASEIRO _ CHASSI _ CBHL
034411,034411 - REFORÇO DO FECHAMENTO [TANQUE -,034411 - REFORÇO DO FECHAMENTO [TANQUE -
025842,025842 - REF DA PLACA - 5 RODA - CBH  CBHM 02 EIXOS,025842 - REF DA PLACA - 5 RODA - CBH  CBHM 02 EIXOS
034351,034351 - CHAPEAMENTO LATERAL [CORPO DO TANQUE - FT6500],034351 - CHAPEAMENTO LATERAL [CORPO DO TANQUE - FT6500]
034352,034352 - FECHAMENTOS_QUEBRA ONDAS [CORPO DO TANQUE - FT6500],034352 - FECHAMENTOS_QUEBRA ONDAS [CORPO DO TANQUE - FT6500]
034250,034250 - REFORÇO INFERIOR 3 [PLATAFORMA - CBHM],034250 - REFORÇO INFERIOR 3 [PLATAFORMA - CBHM]
034249,034249 - REFORÇO INFERIOR 2 [PLATAFORMA - CBHM],034249 - REFORÇO INFERIOR 2 [PLATAFORMA - CBHM]
031510,031510-TRANSVERSINA DIANTEIRA,031510-TRANSVERSINA DIANTEIRA
034403,034403 - PISO DIREITO [PLATAFORMA - CBHL 6000 M23],034403 - PISO DIREITO [PLATAFORMA - CBHL 6000 M23]
